ont_id,cola_tamano_total_bytes
0,264.0
1,1280.0
2,220.0
3,1584.0
4,220.0
5,176.0
6,572.0
7,308.0
8,1514.0
9,490.0
10,1658.0
11,1922.0
12,1288.0
13,624.0
14,2982.0
15,396.0
media,968.625
