ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,1.0877281156253507,1.087725753156499,1.0877304780942023
1,0,1.0812343867378142,1.0812320496499384,1.0812367238256901
2,0,1.0704968267944606,1.070494290370602,1.070499363218319
3,0,1.0779654456350711,1.0779630275215755,1.0779678637485668
4,0,1.0768871137321134,1.0768847611130177,1.0768894663512092
5,0,1.085341629052311,1.0853391808425374,1.0853440772620846
6,0,1.0807661635326085,1.0807637492797204,1.0807685777854965
7,0,1.080283383257308,1.080281005727848,1.080285760786768
8,0,1.0832625062668169,1.083260124230982,1.0832648883026517
9,0,1.0793603723514822,1.079358015679615,1.0793627290233494
10,0,1.0917570052552348,1.0917546739045487,1.0917593366059208
11,0,1.078142024512224,1.0781395576561625,1.0781444913682854
12,0,1.0849533037822525,1.0849509482475095,1.0849556593169956
13,0,1.0892379911708048,1.089235676743195,1.0892403055984146
14,0,1.0903568796030134,1.090354506775557,1.09035925243047
15,0,1.076188781774627,1.0761863293238623,1.0761912342253916
