ont_id,cola_tamano_total_bytes
0,9739638.0
1,9245320.0
2,9212900.0
3,9999986.0
4,8978058.0
5,9335114.0
6,7697250.0
7,9941968.0
8,9901170.0
9,9868394.0
10,9853640.0
11,8380294.0
12,7842786.0
13,9419784.0
14,9053892.0
15,9762000.0
media,9264512.125
