ont_id,cola_tamano_total_bytes
0,2016.0
1,1884.0
2,3630.0
3,1110.0
4,6944.0
5,2676.0
6,1882.0
7,2994.0
8,2626.0
9,1922.0
10,536.0
11,2410.0
12,1416.0
13,3804.0
14,2106.0
15,264.0
media,2388.75
