ont_id,cola_tamano_total_bytes
0,1644.0
1,2016.0
2,352.0
3,580.0
4,2458.0
5,1152.0
6,1244.0
7,352.0
8,220.0
9,1614.0
10,352.0
11,840.0
12,2454.0
13,972.0
14,972.0
15,1778.0
media,1187.5
