ont_id,cola_tamano_total_bytes
0,9863526.0
1,9852264.0
2,9808298.0
3,9788390.0
4,9763892.0
5,9741070.0
6,9921542.0
7,9999994.0
8,9999974.0
9,9999972.0
10,9999958.0
11,9998404.0
12,9988430.0
13,9967006.0
14,9929462.0
15,9899332.0
media,9907594.625
