ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.0035849347714268977,0.0035849336516989836,0.003584935891154812
1,0,0.0035402069537646286,0.0035402058348039654,0.003540208072725292
2,0,0.003578767260552011,0.0035787660577587255,0.0035787684633452966
3,0,0.0035979945787545787,0.0035979933449620904,0.003597995812547067
4,0,0.0035768915203978255,0.0035768903813041967,0.0035768926594914544
5,0,0.003588774652258857,0.0035887734768452243,0.00358877582767249
6,0,0.00354307836289501,0.003543077266605448,0.0035430794591845716
7,0,0.0035606861161857667,0.003560684971727827,0.0035606872606437066
8,0,0.003556317309654214,0.0035563162138330354,0.0035563184054753926
9,0,0.0035714011789713044,0.0035714000132080538,0.003571402344734555
10,0,0.003537696428188329,0.003537695312803185,0.003537697543573473
11,0,0.003575770083873349,0.0035757689381232262,0.003575771229623472
12,0,0.0035749362176983536,0.00357493507559302,0.003574937359803687
13,0,0.0035675297612491616,0.003567528745022908,0.0035675307774754154
14,0,0.003600006034352885,0.0036000048749360485,0.0036000071937697213
15,0,0.0035753426526157193,0.003575341498963337,0.0035753438062681017
