ont_id,cola_tamano_total_bytes
0,9122.0
1,2986.0
2,3360.0
3,4024.0
4,2542.0
5,1066.0
6,884.0
7,402.0
8,3854.0
9,534.0
10,5046.0
11,6816.0
12,3794.0
13,3826.0
14,5554.0
15,1922.0
media,3483.25
