ont_id,cola_tamano_total_bytes
0,4996.0
1,4280.0
2,7748.0
3,7916.0
4,7704.0
5,8494.0
6,5588.0
7,3028.0
8,5642.0
9,3438.0
10,5094.0
11,7774.0
12,10800.0
13,2626.0
14,8614.0
15,7070.0
media,6300.75
