ont_id,cola_tamano_total_bytes
0,9776644.0
1,9769294.0
2,9746634.0
3,9776382.0
4,9999986.0
5,9999998.0
6,9999966.0
7,9954876.0
8,9982794.0
9,9921258.0
10,9944050.0
11,9934558.0
12,9885208.0
13,9851018.0
14,9835318.0
15,9820418.0
media,9887400.125
