ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.9793536628120677,0.9793510986103561,0.9793562270137793
1,0,0.9701603374060631,0.9701577411472291,0.9701629336648971
2,0,0.991787068929443,0.991784599677917,0.991789538180969
3,0,0.9853658513771318,0.9853633278831385,0.9853683748711252
4,0,0.9666841168867129,0.9666814419612024,0.9666867918122233
5,0,0.9807821903906926,0.980779660546662,0.9807847202347232
6,0,0.9706304061404869,0.9706277007843024,0.9706331114966714
7,0,0.9669275592389751,0.9669250214474759,0.9669300970304743
8,0,0.9749169991893526,0.974914370920874,0.9749196274578312
9,0,0.996138271593249,0.9961356312750125,0.9961409119114855
10,0,0.9930972357887369,0.9930945414294109,0.9930999301480629
11,0,0.9829826104668452,0.9829797349587099,0.9829854859749805
12,0,0.9878471989639886,0.9878446917088963,0.987849706219081
13,0,0.9657048031093075,0.9657021466436575,0.9657074595749575
14,0,0.9845607922731388,0.9845582142113998,0.9845633703348777
15,0,0.9954745012863663,0.995472039432959,0.9954769631397735
