ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.00041073818074254355,0.00041073284530533015,0.00041074351617975696
0,1,0.000620264809551935,0.0006202140736263317,0.0006203155454775382
0,2,0.0016799003507717684,0.0016798356556706178,0.001679965045872919
1,0,0.0004104073370260128,0.000410401677221659,0.0004104129968303666
1,1,0.000645285159200321,0.0006452340261693865,0.0006453362922312555
1,2,0.0017877818396392158,0.0017877413616957816,0.00178782231758265
2,0,0.00040642091848797107,0.0004064153558392042,0.0004064264811367379
2,1,0.0006178722450491772,0.0006178245242049366,0.0006179199658934179
2,2,0.0018535319709325198,0.0018534911659493856,0.001853572775915654
3,0,0.0004105020358933324,0.0004104963950411379,0.00041050767674552686
3,1,0.0005906673668562505,0.0005906294103428731,0.0005907053233696278
3,2,0.0017030657664292518,0.0017030223138794944,0.0017031092189790091
4,0,0.0004328240528741149,0.00043281799838641364,0.0004328301073618162
4,1,0.0006199457578263707,0.000619893952783795,0.0006199975628689463
4,2,0.0017250182334161103,0.001724970126680733,0.0017250663401514876
5,0,0.00042536546676621105,0.0004253596098410909,0.0004253713236913312
5,1,0.0006444690789879412,0.0006444041506684841,0.0006445340073073984
5,2,0.0019563806513826446,0.0019563245572972667,0.0019564367454680226
6,0,0.0004156520011295653,0.0004156463615614565,0.00041565764069767416
6,1,0.0006265834216578686,0.0006265405490322299,0.0006266262942835072
6,2,0.00205395113467678,0.002053888808174955,0.0020540134611786052
7,0,0.00043210105775588883,0.0004320949748790353,0.00043210714063274236
7,1,0.0006406352016239695,0.0006405918862037238,0.0006406785170442153
7,2,0.0019077027095901348,0.0019076335026247206,0.0019077719165555489
8,0,0.0004267332273477224,0.0004267274538132258,0.00042673900088221903
8,1,0.0006805904481427883,0.0006805368955082413,0.0006806440007773353
8,2,0.001997065241471783,0.0019969550268024525,0.001997175456141113
9,0,0.0004096715007397278,0.0004096660342212116,0.000409676967258244
9,1,0.0006496840739161459,0.0006496595432379821,0.0006497086045943097
9,2,0.0020544687717638775,0.0020543517561731985,0.0020545857873545564
10,0,0.0004308344667470736,0.00043082860193135493,0.0004308403315627923
10,1,0.0006417977808039448,0.0006417519009683032,0.0006418436606395863
10,2,0.0018757632937654784,0.0018756786430749069,0.00187584794445605
11,0,0.0004326640062240604,0.0004326579074182087,0.00043267010502991214
11,1,0.0006316530378936852,0.0006316176613936184,0.000631688414393752
11,2,0.0019391485025671985,0.0019390967928136268,0.0019392002123207702
12,0,0.0003917049504715069,0.00039169978403864625,0.0003917101169043675
12,1,0.0006175115655434167,0.0006174934967194741,0.0006175296343673593
12,2,0.0018145421342939468,0.0018144621273823679,0.0018146221412055257
13,0,0.00041133971640967056,0.0004113341636440049,0.00041134526917533624
13,1,0.000601327830566038,0.0006012874974783483,0.0006013681636537276
13,2,0.0017623021773656416,0.0017622451819926188,0.0017623591727386643
14,0,0.0004121348518336778,0.0004121292435933232,0.0004121404600740324
14,1,0.0005733018721217888,0.0005732764703930288,0.0005733272738505487
14,2,0.0017850980136102082,0.0017850364810621936,0.0017851595461582227
15,0,0.0004223241455288936,0.00042231827568768604,0.00042233001537010114
15,1,0.0006538695921419639,0.0006538277955353049,0.0006539113887486229
15,2,0.00196930358746191,0.001969234935457889,0.0019693722394659306
