ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.0009696419364743921,0.0009696284430170586,0.0009696554299317256
0,1,0.0010376333250634586,0.0010376113939380158,0.0010376552561889014
0,2,0.046913784801005644,0.046911591980274184,0.046915977621737104
1,0,0.0009723299058036601,0.000972316404888183,0.0009723434067191373
1,1,0.0010333049645202329,0.001033286261464523,0.0010333236675759427
1,2,0.01863067197546994,0.018629885971021526,0.018631457979918352
2,0,0.0009695946377166433,0.0009695811407468263,0.0009696081346864604
2,1,0.0010528316884178199,0.001052809808299045,0.0010528535685365948
2,2,0.025747170945881245,0.025746077035725998,0.02574826485603649
3,0,0.00096487510511306,0.0009648616155814305,0.0009648885946446895
3,1,0.0010146587298649717,0.0010146362768895581,0.0010146811828403853
3,2,0.2064981099089416,0.2064950916217767,0.2065011281961065
4,0,0.0009676956680198154,0.0009676821741091598,0.0009677091619304711
4,1,0.0010308381512256003,0.001030823179538156,0.0010308531229130445
4,2,0.10877071314873804,0.10876796868805655,0.10877345760941953
5,0,0.0009651557492895757,0.0009651422599234208,0.0009651692386557306
5,1,0.001033215403411919,0.0010331987578358268,0.0010332320489880112
5,2,0.3193258764908855,0.31931363795829326,0.31933811502347775
6,0,0.0009675640943436345,0.0009675506016346492,0.0009675775870526199
6,1,0.0010313556638851971,0.001031335081234324,0.0010313762465360703
6,2,0.13396884779313759,0.13396505578384488,0.1339726398024303
7,0,0.0009721598433145714,0.0009721463396701052,0.0009721733469590376
7,1,0.001040105056257768,0.0010400859982402678,0.001040124114275268
7,2,0.02830574834565285,0.028304799208597638,0.02830669748270806
8,0,0.0009653232763562703,0.0009653097877699113,0.0009653367649426292
8,1,0.001056147896461757,0.0010561302474766747,0.0010561655454468391
8,2,0.5176170238871687,0.5176052909791258,0.5176287567952116
9,0,0.0009784568631847808,0.0009784433507518666,0.0009784703756176949
9,1,0.0010475090350124127,0.0010474823478771956,0.00104753572214763
9,2,0.008541402480914456,0.00854116983272903,0.008541635129099882
10,0,0.0009664589610371551,0.0009664454695237212,0.000966472452550589
10,1,0.0010445297264305331,0.0010445092219701683,0.001044550230890898
10,2,0.5157559298692196,0.5157444633813585,0.5157673963570807
11,0,0.0009718741561832407,0.0009718606448620083,0.0009718876675044731
11,1,0.0010388466850394682,0.0010388222244708107,0.0010388711456081258
11,2,0.11254668147761751,0.1125423510984631,0.11255101185677192
12,0,0.0009739604793839714,0.0009739469768812426,0.0009739739818867001
12,1,0.0010636456919487476,0.0010636226014877593,0.001063668782409736
12,2,0.023031950618786157,0.023030602447613593,0.02303329878995872
13,0,0.0009670462487921279,0.000967032757074523,0.0009670597405097328
13,1,0.0010378385404221549,0.0010378153156307506,0.0010378617652135591
13,2,0.05121298180730634,0.051211437103131224,0.05121452651148145
14,0,0.0009685714647283008,0.0009685579694118095,0.000968584960044792
14,1,0.0010298064141688976,0.0010297872681115678,0.0010298255602262274
14,2,0.07593992246491976,0.07593750491374635,0.07594234001609318
15,0,0.0009698680380599159,0.0009698545427311253,0.0009698815333887066
15,1,0.001035552048671372,0.001035526459415581,0.001035577637927163
15,2,0.04466743481768268,0.04466566823567554,0.044669201399689815
