ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.0005011376987853314,0.0005011312899147603,0.0005011441076559024
0,1,0.0006323429771846745,0.0006323253329347428,0.0006323606214346061
0,2,0.0024186784266070965,0.002418655769954745,0.002418701083259448
1,0,0.0005144359256131383,0.0005144292579294877,0.0005144425932967888
1,1,0.000668295609343873,0.0006682769911459799,0.000668314227541766
1,2,0.0027692120062364624,0.0027691631592128125,0.0027692608532601123
2,0,0.0005008713850563974,0.0005008649582634248,0.00050087781184937
2,1,0.0006332503118573741,0.0006332222747883614,0.000633278348926387
2,2,0.0024901861289017375,0.0024901662036333613,0.0024902060541701137
3,0,0.0005037023112172859,0.0005036958340796725,0.0005037087883548992
3,1,0.0006586846376078455,0.0006586630122138501,0.0006587062630018409
3,2,0.0027946133244579406,0.0027945780528866562,0.002794648596029225
4,0,0.0005138984552022101,0.0005138917480432675,0.0005139051623611527
4,1,0.0006702693576038854,0.0006702506740104691,0.0006702880411973018
4,2,0.002715352570634942,0.0027153107401877733,0.0027153944010821105
5,0,0.0005120032894977214,0.0005119966391300284,0.0005120099398654143
5,1,0.0006875660818544927,0.0006875410674468651,0.0006875910962621203
5,2,0.002925363980658233,0.002925319225480081,0.002925408735836385
6,0,0.0005264981959020094,0.0005264912486431235,0.0005265051431608953
6,1,0.0006899972717747723,0.0006899753470783823,0.0006900191964711623
6,2,0.0027407799077768954,0.002740735261790889,0.0027408245537629016
7,0,0.0005153879700608356,0.0005153812080294012,0.0005153947320922699
7,1,0.0006852559369880171,0.0006852296136224892,0.000685282260353545
7,2,0.0026126619728013846,0.0026126136752544684,0.002612710270348301
8,0,0.0005088412222547223,0.000508834649467768,0.0005088477950416767
8,1,0.0006550683680955782,0.0006550472157382671,0.0006550895204528893
8,2,0.002667579193278665,0.0026675458449148047,0.0026676125416425253
9,0,0.0005092476055916058,0.0005092409792549167,0.0005092542319282949
9,1,0.0006792374155626447,0.0006792155001015484,0.000679259331023741
9,2,0.002791683475246394,0.0027916409086331403,0.0027917260418596477
10,0,0.0005050026873842575,0.0005049961258424332,0.0005050092489260818
10,1,0.000648847737609578,0.0006488313586685784,0.0006488641165505776
10,2,0.002767439474721233,0.002767404311120332,0.0027674746383221337
11,0,0.0005148513059347666,0.000514844602272149,0.0005148580095973843
11,1,0.0006690352831667329,0.0006690143772412426,0.0006690561890922232
11,2,0.002731802652761399,0.0027317664183397618,0.002731838887183036
12,0,0.0005149511463267625,0.0005149444457546326,0.0005149578468988924
12,1,0.0006555772629310069,0.0006555519427036698,0.000655602583158344
12,2,0.0025643621789066856,0.002564330555613669,0.0025643938021997024
13,0,0.0005131820056697275,0.0005131753249054991,0.0005131886864339559
13,1,0.0006786445929293076,0.0006786264603107156,0.0006786627255478996
13,2,0.0027283572342793943,0.0027283071134959628,0.002728407355062826
14,0,0.0005137561707790571,0.0005137494638379704,0.0005137628777201438
14,1,0.0006434394835937268,0.0006434170681011838,0.0006434618990862697
14,2,0.00254933242593317,0.0025493014971374587,0.002549363354728881
15,0,0.0005161138012901919,0.0005161070614763598,0.0005161205411040239
15,1,0.0007121812891631985,0.0007121551075198262,0.0007122074708065708
15,2,0.0028478986663263116,0.002847851270070669,0.002847946062581954
