ont_id,cola_tamano_total_bytes
0,8616.0
1,11160.0
2,7102.0
3,6538.0
4,8334.0
5,4912.0
6,4826.0
7,13382.0
8,12576.0
9,9786.0
10,9860.0
11,5044.0
12,10088.0
13,10528.0
14,6186.0
15,8518.0
media,8591.0
