ont,prioridad,retardo_medio,intervalo_confianza_left,intervalo_confianza_right
0,0,0.0009591416459295729,0.0009591277740533086,0.0009591555178058372
0,1,0.0010945979870483325,0.0010945808021190283,0.0010946151719776367
0,2,1.8749280085966764,1.8748922094847247,1.8749638077086281
1,0,0.0009591252612740811,0.0009591113891786395,0.0009591391333695226
1,1,0.0011082277532386737,0.001108211373414581,0.0011082441330627665
1,2,1.9794141937151741,1.979376680632597,1.9794517067977513
2,0,0.0009591345611755546,0.000959120689507219,0.0009591484328438902
2,1,0.0010971798864725989,0.0010971607939529015,0.0010971989789922963
2,2,2.016190193093725,2.016149437832305,2.016230948355145
3,0,0.0009591116437281813,0.0009590977722308642,0.0009591255152254985
3,1,0.0011027488109578534,0.0011027333876610472,0.0011027642342546595
3,2,2.1531780322830647,2.153133266641453,2.1532227979246765
4,0,0.0009591076047905247,0.0009590937332331794,0.00095912147634787
4,1,0.0010908909826225198,0.0010908760857946767,0.0010909058794503629
4,2,1.871995789431893,1.8719572258909032,1.872034352972883
5,0,0.0009591134075616246,0.0009590995362787103,0.0009591272788445389
5,1,0.001277496657222728,0.0012774719653638,0.001277521349081656
5,2,2.1826483915818877,2.1825952488231875,2.182701534340588
6,0,0.0009591109352738809,0.0009590970640664904,0.0009591248064812714
6,1,0.0013194085044105114,0.0013193868781934855,0.0013194301306275373
6,2,2.381627912857685,2.381559961401717,2.3816958643136528
7,0,0.0009591152676031728,0.0009591013969666859,0.0009591291382396596
7,1,0.0012708023905021045,0.0012707661571009009,0.0012708386239033082
7,2,1.9753435722581931,1.9753041763480539,1.9753829681683324
8,0,0.0009591166538504952,0.0009591027831529021,0.0009591305245480883
8,1,0.0011662284924561458,0.0011662051887488707,0.0011662517961634209
8,2,1.7610735889815725,1.761025446751372,1.761121731211773
9,0,0.0009591196533832242,0.0009591057827662404,0.000959133524000208
9,1,0.0010769940147601572,0.0010769781467381686,0.0010770098827821459
9,2,1.9531673681930137,1.953124555333311,1.9532101810527165
10,0,0.0009591264607774156,0.0009591125874116009,0.0009591403341432303
10,1,0.0011531709207316567,0.0011531565435422104,0.001153185297921103
10,2,1.923841205979729,1.9237914458197443,1.9238909661397137
11,0,0.0009591332802288589,0.0009591194067827518,0.000959147153674966
11,1,0.0011712236174357073,0.0011712086543779845,0.00117123858049343
11,2,2.110158815062064,2.1100971200210767,2.110220510103051
12,0,0.0009591550702295917,0.0009591411970861332,0.0009591689433730503
12,1,0.001170600805513038,0.0011705846458834718,0.001170616965142604
12,2,2.130761262588874,2.1307074982600236,2.130815026917724
13,0,0.0009591669317722028,0.0009591530593658407,0.0009591808041785649
13,1,0.0011663352609457434,0.001166317518165293,0.0011663530037261938
13,2,2.053966454654073,2.0539063593248987,2.0540265499832473
14,0,0.0009591312673893677,0.0009591173941989528,0.0009591451405797826
14,1,0.0010844367223636232,0.001084421165314534,0.0010844522794127122
14,2,1.9824183408172102,1.9823808900471438,1.9824557915872767
15,0,0.0009591468014379111,0.0009591329290824995,0.0009591606737933226
15,1,0.0011013663506962304,0.00110135037735374,0.001101382324038721
15,2,2.0240390537288566,2.024003702026137,2.024074405431576
