ont_id,cola_tamano_total_bytes
0,3184.0
1,1680.0
2,1526.0
3,1702.0
4,3228.0
5,1658.0
6,3366.0
7,1750.0
8,1618.0
9,2278.0
10,1800.0
11,2898.0
12,1614.0
13,1616.0
14,3140.0
15,1416.0
media,2154.625
